link,rooms,area_m2,price_kzt,floor,year_built,residential_complex,region,rating_2gis
https://krisha.kz/a/show/1002376205,1,35,16700000,10,2025,Qaiyndy 3,Сарыарка р-н,4.7
https://krisha.kz/a/show/1003072482,3,73,49000000,4,2023,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/1003072482,3,73,49000000,4,2023,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/1003072482,3,73,49000000,4,2023,Respublika,Нура р-н,
https://krisha.kz/a/show/762022207,2,43,20000000,14,2023,Zauzar,Алматы р-н,
https://krisha.kz/a/show/760246214,4,165,140000000,6,2016,Аристократ,Есильский р-н,
https://krisha.kz/a/show/1002674265,2,66,29000000,3,2009,Рахат,Байконур р-н,
https://krisha.kz/a/show/1002342358,2,56,31000000,12,2024,Kolsai,Сарыарка р-н,4.7
https://krisha.kz/a/show/1001901532,2,54.9,20500000,7,2015,Север VS-1,Алматы р-н,
https://krisha.kz/a/show/694707422,3,77.06,54327300,,2025,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/694707422,3,77.06,54327300,,2025,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1002957317,1,40,32500000,6,2022,GreenLine.Aura,Нура р-н,4.9
https://krisha.kz/a/show/1002132436,3,52,35000000,10,2024,RAUDA,Нура р-н,
https://krisha.kz/a/show/689288593,4,136.1,68526350,,2024,Tumar Residence,Есильский р-н,4.5
https://krisha.kz/a/show/1002717262,4,103.5,51025500,,2026,Jetisu.Aspan,Есильский р-н,
https://krisha.kz/a/show/690475687,4,112.92,62670600,,2025,Центральный сквер,Сарайшык р-н,
https://krisha.kz/a/show/761690721,2,59,25500000,6,2024,Гималаи,Алматы р-н,4.9
https://krisha.kz/a/show/1002548308,3,117,55000000,2,2004,Кукуруза,Алматы р-н,
https://krisha.kz/a/show/691608102,1,38.9,22800000,8,2022,Irbis,Сарыарка р-н,
https://krisha.kz/a/show/760831422,3,110,43000000,11,2006,Мерей,Алматы р-н,
https://krisha.kz/a/show/1002067242,1,38.89,30000000,11,2025,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1002067242,1,38.89,30000000,11,2025,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1001748297,2,74,41000000,2,2022,EXPO AVENUE,Есильский р-н,
https://krisha.kz/a/show/1000509554,1,35.27,22678610,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/760697980,3,109.27,68184480,,2025,GreenLine. Verda,Нура р-н,4.9
https://krisha.kz/a/show/1002511873,1,47,29500000,4,2014,Венский квартал,Есильский р-н,
https://krisha.kz/a/show/698214869,1,43.5,28368520,,2025,MoD. Urban,Есильский р-н,
https://krisha.kz/a/show/686616908,3,97.98,50729145,,2024,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/697435943,3,103.7,45628000,,2024,Sani City,Нура р-н,4.8
https://krisha.kz/a/show/692724884,1,32.76,12448800,,2025,Muz Tau,Сарайшык р-н,4.4
https://krisha.kz/a/show/1002195988,2,40,21980000,11,2020,Sani City,Нура р-н,4.8
https://krisha.kz/a/show/1002337847,3,66.3,38500000,6,2020,Mechta,Нура р-н,
https://krisha.kz/a/show/1000652825,1,34.7,17500000,5,2023,Alatau Park,Нура р-н,4.9
https://krisha.kz/a/show/761452874,2,75.4,52500000,6,2023,Parasat,Нура р-н,
https://krisha.kz/a/show/697758652,3,136.5,52000000,9,2023,Adam Armany,Алматы р-н,
https://krisha.kz/a/show/695327771,2,87,40999999,1,2024,Мынжылдык,Алматы р-н,
https://krisha.kz/a/show/1002382525,3,86.33,55000000,4,2023,Besterek,Есильский р-н,
https://krisha.kz/a/show/1001082752,2,72.2,33500000,5,2022,Жулдыз,Алматы р-н,
https://krisha.kz/a/show/761506473,2,61,31000000,4,2025,Abai Joly,Нура р-н,4.9
https://krisha.kz/a/show/687790375,2,61,53500000,7,2023,Gamma,Есильский р-н,
https://krisha.kz/a/show/1002717889,2,73,31000000,9,2008,Ельтай,Сарыарка р-н,
https://krisha.kz/a/show/1001928711,2,48,26500000,8,2020,Budapest,Есильский р-н,
https://krisha.kz/a/show/1001624760,2,46,20500000,12,2016,Аспан,Сарайшык р-н,
https://krisha.kz/a/show/1001605460,1,41.6,20000000,2,2020,Марс,Алматы р-н,
https://krisha.kz/a/show/1001372150,4,122.6,51492000,,2025,Eleven,Нура р-н,4.9
https://krisha.kz/a/show/761098334,3,100.9,64229640,,2026,GreenLine. Garden,Нура р-н,4.4
https://krisha.kz/a/show/761727178,1,35.76,23458560,,2026,Arena Vista,Нура р-н,4.6
https://krisha.kz/a/show/682022324,1,33,16317000,,2024,Gold Land,Есильский р-н,4.5
https://krisha.kz/a/show/682022324,1,33,16317000,,2024,Gold Land,Есильский р-н,2.8
https://krisha.kz/a/show/692724885,1,30.3,11514000,,2025,Muz Tau,Сарайшык р-н,4.4
https://krisha.kz/a/show/682031055,1,40.42,14955400,,2025,Safuan,Есильский р-н,3.9
https://krisha.kz/a/show/1002914439,3,87.5,46500000,8,2014,Коркем,Есильский р-н,
https://krisha.kz/a/show/1002987738,3,70,30980000,16,2020,Шыгыс,Нура р-н,
https://krisha.kz/a/show/1002719363,2,39,22980000,4,2020,Delta,Нура р-н,4.8
https://krisha.kz/a/show/1002719363,2,39,22980000,4,2020,Delta,Нура р-н,5
https://krisha.kz/a/show/1001664271,2,53,23480000,8,2020,Жагалау 4,Нура р-н,5
https://krisha.kz/a/show/1001816826,2,63.2,32000000,13,2018,Самрук Towers,Есильский р-н,
https://krisha.kz/a/show/762101737,1,47.9,17900000,7,2024,Yrys,Алматы р-н,
https://krisha.kz/a/show/699115927,2,58.4,26900000,5,2010,Жастар,Алматы р-н,
https://krisha.kz/a/show/1001840175,2,94.2,36500000,19,2013,Гранд Астана,Алматы р-н,
https://krisha.kz/a/show/1001770073,2,45,25500000,9,2023,Легенда,Сарыарка р-н,
https://krisha.kz/a/show/686616901,1,43.34,26004000,,2024,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/699149631,3,82,49900000,13,2017,Promenade Expo,Есильский р-н,
https://krisha.kz/a/show/1002275368,3,68,25500000,11,1950,UIA.SUNQAR,Нура р-н,
https://krisha.kz/a/show/1003022705,3,65,53500000,12,2025,AIQYN,Есильский р-н,
https://krisha.kz/a/show/1001936986,4,135,115000000,20,2018,Highvill Ishim,Сарайшык р-н,
https://krisha.kz/a/show/1003081788,2,49,24500000,15,2018,Табысты,Нура р-н,3.6
https://krisha.kz/a/show/682711448,3,78,31000000,6,2007,Меррити,Алматы р-н,
https://krisha.kz/a/show/1003072196,1,41,14390000,5,2025,A-City,Алматы р-н,3.9
https://krisha.kz/a/show/697829999,4,160,160000000,8,2017,Pioneer,Алматы р-н,
https://krisha.kz/a/show/1002061987,1,34.3,23700000,7,2023,KURMET,Алматы р-н,
https://krisha.kz/a/show/1002905778,3,85,39500000,5,2017,Triumph City,Есильский р-н,
https://krisha.kz/a/show/1002961278,2,53,32500000,4,2024,Turan Life,Нура р-н,
https://krisha.kz/a/show/695349776,1,35,19800000,5,2021,Nova City на Рыскулбекова,Алматы р-н,
https://krisha.kz/a/show/1002006683,3,90.7,48500000,6,2022,Compass North,Сарайшык р-н,
https://krisha.kz/a/show/1002439068,3,86.11,40500000,9,2025,Argymaq,Алматы р-н,
https://krisha.kz/a/show/1003043992,3,87.6,35500000,12,2012,Турсын Астана – 2,Сарайшык р-н,
https://krisha.kz/a/show/1003046399,3,75,54000000,2,2023,Центральный сквер,Сарайшык р-н,
https://krisha.kz/a/show/1003082902,1,51,29500000,9,2012,Caspian Palace,Есильский р-н,
https://krisha.kz/a/show/1001373566,2,59.36,38910480,,2026,Luna,Нура р-н,4.1
https://krisha.kz/a/show/694455927,1,46.1,21000000,4,2007,Коктем,Сарыарка р-н,
https://krisha.kz/a/show/761871135,4,118,70700000,,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/761786113,1,45,26400000,10,2021,Athletic,Есильский р-н,
https://krisha.kz/a/show/1002215100,2,47,39500000,18,2017,GreenLine.Зеленый квартал,Есильский р-н,
https://krisha.kz/a/show/1001380624,2,61.8,24000000,3,2010,Аль-Арка,Сарыарка р-н,
https://krisha.kz/a/show/762199425,2,67.6,41000000,4,2023,Sensata Plaza,Алматы р-н,
https://krisha.kz/a/show/760449115,5,128.6,56800000,10,2020,Manhattan,Нура р-н,
https://krisha.kz/a/show/760173302,2,52.6,25000000,1,2024,Arena Garden,Нура р-н,3.8
https://krisha.kz/a/show/1002774098,2,40,35900000,8,2024,GreenLine.Atmosfera,Нура р-н,
https://krisha.kz/a/show/696436045,3,89.9,45000000,2,2015,Vip-городок Saranda,Есильский р-н,
https://krisha.kz/a/show/693282531,2,81.4,36500000,9,2009,Дипломат,Есильский р-н,
https://krisha.kz/a/show/1002863778,3,113,55700000,3,2022,Мынжылдык,Сарайшык р-н,
https://krisha.kz/a/show/1002028394,2,40,30900000,9,2024,Tandau,Нура р-н,
https://krisha.kz/a/show/1001994549,3,105,85000000,16,2025,Capital Park. Light,Есильский р-н,
https://krisha.kz/a/show/696204061,1,42.2,25000000,4,2024,Сердце Столицы,Есильский р-н,
https://krisha.kz/a/show/697968797,5,162.24,140986560,,2026,GreenLine. 4YOU,Нура р-н,
https://krisha.kz/a/show/689144124,3,87.9,57130000,,2023,Golden Residence,Алматы р-н,4.6
https://krisha.kz/a/show/692724888,1,44.96,17084800,,2025,Muz Tau,Сарайшык р-н,4.4
https://krisha.kz/a/show/762291866,3,107.9,40000000,6,2011,Турсын Астана – 1,Алматы р-н,
https://krisha.kz/a/show/1002719137,1,43.23,22300000,5,2024,SAFIA,Есильский р-н,
https://krisha.kz/a/show/1002547314,2,42,21000000,6,2024,Novopolis,Сарыарка р-н,
https://krisha.kz/a/show/1002820758,3,60,42700000,3,2025,Dauir,Нура р-н,
https://krisha.kz/a/show/1001175434,4,120.1,96990000,9,2022,Prime Garden,Есильский р-н,4.6
https://krisha.kz/a/show/1000642607,2,41,27700000,3,2024,Arena city,Нура р-н,4.6
https://krisha.kz/a/show/1002143222,2,44,24000000,12,2025,Qaiyndy 2,Нура р-н,4.9
https://krisha.kz/a/show/1001732443,2,40,23500000,3,2019,Dream Town,Есильский р-н,
https://krisha.kz/a/show/1002790926,2,54,35000000,6,2023,Sunland,Нура р-н,
https://krisha.kz/a/show/1003017021,2,44,22500000,8,2018,Nova City,Есильский р-н,
https://krisha.kz/a/show/699980000,3,75.64,35172600,,2026,Dariya,Нура р-н,
https://krisha.kz/a/show/1002979570,1,38,19500000,9,2015,Акерке,Сарыарка р-н,
https://krisha.kz/a/show/1001948243,3,67,37000000,9,2004,7 Бочек,Нура р-н,
https://krisha.kz/a/show/1001595880,2,50,18000000,2,2022,Астана,Нура р-н,
https://krisha.kz/a/show/1001480524,2,62.5,39000000,4,2022,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/697968796,4,158.43,117555060,,2026,GreenLine. 4YOU,Нура р-н,
https://krisha.kz/a/show/697909156,2,51.17,38940370,,2026,Qasteev,Нура р-н,4.9
https://krisha.kz/a/show/1002269727,3,74.81,34038550,,2026,Dariya,Нура р-н,
https://krisha.kz/a/show/1002240170,3,64,33000000,6,2025,Abai Joly,Сарыарка р-н,4.9
https://krisha.kz/a/show/696542795,2,55,33000000,4,2023,Syganak,Нура р-н,
https://krisha.kz/a/show/1002202432,2,55,23990000,7,2019,Табысты,Есильский р-н,3.6
https://krisha.kz/a/show/1002447967,4,116.8,76000000,13,2024,Golden Residence,Алматы р-н,4.6
https://krisha.kz/a/show/761898592,3,75,28990000,3,2015,Мкр Сарайшик,Сарайшык р-н,
https://krisha.kz/a/show/682835588,4,125,74000000,2,2017,Expo Residence,Есильский р-н,
https://krisha.kz/a/show/1003022858,2,54,53800000,11,2025,Nexpo Union,Есильский р-н,
https://krisha.kz/a/show/1003036768,2,45,19500000,1,2004,Социал,Алматы р-н,
https://krisha.kz/a/show/680138573,3,83,44000000,2,2010,Акжайык,Есильский р-н,
https://krisha.kz/a/show/683987305,3,127,42000000,8,2007,Сказочный мир,Алматы р-н,
https://krisha.kz/a/show/1002270029,1,54,25499900,6,2008,Краун Плаза,Есильский р-н,
https://krisha.kz/a/show/1002653955,2,78.3,34000000,7,2017,Expo New Life,Есильский р-н,
https://krisha.kz/a/show/1002208927,2,40,27500000,,2025,Dauletti Qalashyq,Алматы р-н,4.9
https://krisha.kz/a/show/1002208927,2,40,27500000,,2025,Dauletti Qalashyq,Алматы р-н,4.7
https://krisha.kz/a/show/1000673165,2,55.86,24187380,,2026,Jetisu.Nauryz,Есильский р-н,4.3
https://krisha.kz/a/show/1003095566,3,95,57900000,3,2021,Expo New Life-2,Есильский р-н,
https://krisha.kz/a/show/1002173564,2,50,55000000,7,2024,Grand Turan Avenue,Нура р-н,
https://krisha.kz/a/show/760084152,2,59.75,28799500,,2025,Parkland,Сарыарка р-н,4.6
https://krisha.kz/a/show/761697973,1,36,24500000,6,2025,GreenLine. Silva,Нура р-н,
https://krisha.kz/a/show/762339369,2,60,33000000,8,2024,Sharyn,Сарыарка р-н,4.6
https://krisha.kz/a/show/762339369,2,60,33000000,8,2024,Sharyn,Сарыарка р-н,4.6
https://krisha.kz/a/show/760182135,4,200,100000000,6,2018,Бейбарыс,Алматы р-н,4.7
https://krisha.kz/a/show/760182135,4,200,100000000,6,2018,Бейбарыс,Алматы р-н,4.2
https://krisha.kz/a/show/760182135,4,200,100000000,6,2018,Бейбарыс,Алматы р-н,4.4
https://krisha.kz/a/show/1002897944,2,37,17000000,2,2016,Жайна,Алматы р-н,
https://krisha.kz/a/show/1001502517,2,66,36450000,11,2014,Akbulak Town,Алматы р-н,
https://krisha.kz/a/show/680902470,3,70,41500000,12,2021,Sezim Qala.Baqyt,Есильский р-н,
https://krisha.kz/a/show/1001923966,2,76,36000000,2,2020,Ориенталь,Сарайшык р-н,
https://krisha.kz/a/show/1001751794,1,41,18500000,5,2025,Alatau Park,Нура р-н,4.9
https://krisha.kz/a/show/1000799195,4,115,56500000,9,2015,Арман кала,Есильский р-н,
https://krisha.kz/a/show/1002168231,3,84,32500000,10,2011,Гранд Астана,Сарайшык р-н,
https://krisha.kz/a/show/1002020619,1,38.15,14878500,,2026,Salt 2,Есильский р-н,4
https://krisha.kz/a/show/760415904,4,105.82,57248620,,2026,ABYROI,Есильский р-н,4.9
https://krisha.kz/a/show/689222380,4,135.11,70594975,,2024,Tumar Residence,Есильский р-н,4.5
https://krisha.kz/a/show/1002269726,3,74.18,30413800,,2026,Dariya,Нура р-н,
https://krisha.kz/a/show/696724507,4,121.68,62665200,,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/696724507,4,121.68,62665200,,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/689144275,5,201.3,150975000,,2023,Golden Residence,Алматы р-н,4.6
https://krisha.kz/a/show/699863094,1,40.95,24500000,5,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/699863094,1,40.95,24500000,5,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/761540212,3,65.8,52000000,4,2022,Asylym Park 2,Есильский р-н,
https://krisha.kz/a/show/1002783686,2,55.2,26000000,8,2013,Жигер,Алматы р-н,
https://krisha.kz/a/show/1002767465,1,30,16900000,6,2013,Береке,Байконур р-н,
https://krisha.kz/a/show/1002331606,1,30,12500000,5,2024,Akjol,Есильский р-н,
https://krisha.kz/a/show/761715822,2,53.62,29437380,,2026,Aisar,Есильский р-н,5
https://krisha.kz/a/show/694707416,2,60.82,43121380,,2026,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/694707416,2,60.82,43121380,,2026,Capital Park. Emotions,Есильский р-н,4.7
https://krisha.kz/a/show/1002693744,2,53.57,26356440,,2026,Family Nest,Есильский р-н,4.5
https://krisha.kz/a/show/1002890038,1,40,15900000,3,2008,Степной-1,Алматы р-н,
https://krisha.kz/a/show/1001869248,2,61,40900000,4,2018,GreenLine.BI City Seoul,Нура р-н,
https://krisha.kz/a/show/760075566,2,54,26500000,19,2010,Эгалите,Байконур р-н,
https://krisha.kz/a/show/696400549,2,68,32000000,9,2022,Шахристан,Алматы р-н,
https://krisha.kz/a/show/1000137737,4,127,83000000,9,2018,Кашаган,Нура р-н,
https://krisha.kz/a/show/1000512522,2,63.68,57948800,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/697435938,1,39.66,17450400,,2024,Sani City,Нура р-н,4.8
https://krisha.kz/a/show/761851241,2,67.2,37000000,5,2021,Sani Towers,Есильский р-н,4.9
https://krisha.kz/a/show/699660874,3,132,72000000,6,2015,Тулпар Элит,Есильский р-н,
https://krisha.kz/a/show/695371279,3,83.7,51000000,16,2022,Bravo Family,Алматы р-н,4.6
https://krisha.kz/a/show/1002485831,2,42,21700000,6,2025,Q Way,Алматы р-н,
https://krisha.kz/a/show/1001752833,2,50.65,23000000,8,2025,Jetisu.Aqsu,Есильский р-н,4.8
https://krisha.kz/a/show/1001080601,2,80,67500000,6,2019,GreenLine.BI City Seoul,Есильский р-н,
https://krisha.kz/a/show/1000510229,3,74.41,43976310,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/1000513131,3,128.15,111746800,,2026,Family Gardens,Есильский р-н,
https://krisha.kz/a/show/761098335,3,105.44,76444000,,2026,GreenLine. Garden,Нура р-н,4.4
https://krisha.kz/a/show/1002822540,1,36,21000000,14,2019,Nova City,Есильский р-н,
https://krisha.kz/a/show/1002984124,2,54.2,25500000,7,2017,Шыгыс,Нура р-н,
https://krisha.kz/a/show/1002985994,2,63.4,31400000,3,2016,Алмалы,Байконур р-н,
https://krisha.kz/a/show/1002985241,1,49,24800000,9,2012,Сармат-1,Есильский р-н,
https://krisha.kz/a/show/1002787054,1,41,24500000,7,2025,Aqzam,Есильский р-н,
https://krisha.kz/a/show/1000908953,3,85,44000000,11,2023,MoD. Standard,Есильский р-н,
https://krisha.kz/a/show/762031780,3,70.7,28000000,7,2021,Шыгыс,Нура р-н,
https://krisha.kz/a/show/695317930,4,123,84000000,3,2018,Promenade Expo,Есильский р-н,
https://krisha.kz/a/show/676333408,3,70,47500000,3,2020,Sport City,Есильский р-н,
https://krisha.kz/a/show/1002014859,3,76,39800000,5,2023,Комсомольский,Есильский р-н,
https://krisha.kz/a/show/1000249307,3,77.1,57000000,2,2022,Grand Champion,Есильский р-н,
https://krisha.kz/a/show/1003095358,2,46,33500000,3,2025,Aqzam,Есильский р-н,
https://krisha.kz/a/show/1002501189,1,36.1,21118500,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/1002501189,1,36.1,21118500,,2027,Saryn,Сарайшык р-н,4.6
https://krisha.kz/a/show/698215355,2,63.31,33364370,,2026,Auez,Сарайшык р-н,
https://krisha.kz/a/show/1002742019,1,43.6,17500000,9,2020,Rio de Janeiro,Сарыарка р-н,4.8
https://krisha.kz/a/show/1002967597,3,80,45990990,2,2017,Камал-2,Есильский р-н,
https://krisha.kz/a/show/1000237320,2,103.9,43000000,7,2017,Теремок,Алматы р-н,
https://krisha.kz/a/show/1001460223,2,64.8,28500000,7,2007,«Восток» (Бахус),Алматы р-н,
https://krisha.kz/a/show/1002472692,3,96.2,34000000,3,2016,Медина,Сарыарка р-н,
https://krisha.kz/a/show/1002371867,2,40,28300000,6,2021,Аркада,Нура р-н,
https://krisha.kz/a/show/1002227760,2,48,22590000,3,2020,Камшат,Нура р-н,
https://krisha.kz/a/show/1002471186,1,55.2,18900000,6,2005,Мерей,Алматы р-н,
https://krisha.kz/a/show/760078758,2,85,35000000,3,2011,Сапа 2007,Сарыарка р-н,
https://krisha.kz/a/show/1002056530,3,80,64000000,7,2024,Бухар Жырау De Luxe,Есильский р-н,
https://krisha.kz/a/show/1002047164,1,43,18000000,15,2010,Светлый,Есильский р-н,
https://krisha.kz/a/show/1001801559,2,62.3,41899000,2,2018,Baqyt Premium,Есильский р-н,
https://krisha.kz/a/show/1002782233,2,65.1,27500000,7,2009,Махаббат-2,Сарыарка р-н,
https://krisha.kz/a/show/1002868544,1,40,22500000,10,2014,Айсанам,Есильский р-н,
https://krisha.kz/a/show/1002334367,2,52,19500000,7,2014,Акерке,Сарыарка р-н,
https://krisha.kz/a/show/1002569901,2,56,25000000,11,2007,Восток по Момышулы,Алматы р-н,
https://krisha.kz/a/show/760635738,3,90,54000000,6,2022,Балкадиша,Сарайшык р-н,
https://krisha.kz/a/show/1002597515,2,48.83,18400000,9,2024,AMANAT,Алматы р-н,
https://krisha.kz/a/show/1003040509,2,51.17,40000000,18,2026,Qasteev,Есильский р-н,4.9
https://krisha.kz/a/show/1001954955,2,69.6,39000000,2,2015,Арнау,Есильский р-н,
https://krisha.kz/a/show/1001579288,1,39,19500000,4,2017,Роза,Алматы р-н,
https://krisha.kz/a/show/1000937593,1,51.2,25000000,2,2014,Барыс,Алматы р-н,
https://krisha.kz/a/show/1002194700,1,42,23500000,6,2015,Коркем,Есильский р-н,
https://krisha.kz/a/show/1002013037,2,64,38900000,2,2018,Венский квартал,Есильский р-н,
https://krisha.kz/a/show/1003047593,2,45,20500000,9,2019,Сырдария,Нура р-н,
https://krisha.kz/a/show/761745191,2,64.4,40500000,6,2024,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/761745191,2,64.4,40500000,6,2024,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/761745191,2,64.4,40500000,6,2024,Respublika,Нура р-н,
https://krisha.kz/a/show/761358952,4,138,81999999,9,2016,Зам Зам,Есильский р-н,
https://krisha.kz/a/show/760653391,3,108,49900000,4,2023,Cosmic City,Нура р-н,
https://krisha.kz/a/show/688689028,1,44,22999999,14,2016,Алмалы,Байконур р-н,
https://krisha.kz/a/show/679320962,4,200,85000000,13,2009,Авангард,Сарыарка р-н,
https://krisha.kz/a/show/760651102,1,44.1,23400000,2,2025,Washington,Есильский р-н,4.2
https://krisha.kz/a/show/678559605,2,48.6,26000000,2,2020,Шеркала,Алматы р-н,
https://krisha.kz/a/show/1002414120,2,74,38000000,7,2024,Manar,Есильский р-н,4.8
https://krisha.kz/a/show/1002414120,2,74,38000000,7,2024,Manar,Есильский р-н,5
https://krisha.kz/a/show/1002104794,1,53,26500000,4,2024,Turan Palace,Есильский р-н,4.3
https://krisha.kz/a/show/1002104794,1,53,26500000,4,2024,Turan Palace,Есильский р-н,4.3
https://krisha.kz/a/show/761417100,1,48,30500000,9,2018,Expo New Life,Есильский р-н,
https://krisha.kz/a/show/684993724,3,110,45000000,6,2007,Сана,Сарыарка р-н,
https://krisha.kz/a/show/670750210,1,40,28900000,5,2020,Apple City,Есильский р-н,
https://krisha.kz/a/show/1000871065,2,64,26500000,8,2005,Градокомплекс-2,Есильский р-н,
https://krisha.kz/a/show/761794815,1,38.76,19380000,,2026,Turan Plaza,Сарыарка р-н,4.5
https://krisha.kz/a/show/679559055,1,31.28,10700000,,2023,Амирель,Алматы р-н,
https://krisha.kz/a/show/698103852,2,82,35000000,2,2000,Титаник,Сарыарка р-н,
https://krisha.kz/a/show/761562179,3,82.6,60000000,4,2023,Inju City,Есильский р-н,
https://krisha.kz/a/show/760255328,3,72,39500000,8,2017,Камал-3,Есильский р-н,
https://krisha.kz/a/show/1000720956,2,55,38500000,6,2018,Barys City,Есильский р-н,
https://krisha.kz/a/show/686616899,1,41.27,23915965,,2024,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/698928039,1,48,17500000,11,2010,Фаворит,Байконур р-н,
https://krisha.kz/a/show/698850693,3,93,75000000,4,2020,Inju Arena,Есильский р-н,
https://krisha.kz/a/show/761610104,3,71,36300000,11,2024,София,Алматы р-н,
https://krisha.kz/a/show/762055968,4,108,76800000,3,2023,Центральный сквер,Сарайшык р-н,
https://krisha.kz/a/show/697448397,4,145,120000000,10,2024,Athletic City,Нура р-н,
https://krisha.kz/a/show/1001130081,3,123,71000000,7,2006,Каминный,Байконур р-н,
https://krisha.kz/a/show/1002488429,1,50,23500000,6,2024,Жагалау 4,Нура р-н,5
https://krisha.kz/a/show/1000673323,2,84.08,86182000,,2026,Nexpo Aura,Есильский р-н,3.8
https://krisha.kz/a/show/682885983,1,37.6,17108000,,2024,Atamura,Алматы р-н,4.8
https://krisha.kz/a/show/1002300477,2,43,27900000,3,2025,Respublika,Нура р-н,4.8
https://krisha.kz/a/show/1002300477,2,43,27900000,3,2025,Respublika,Нура р-н,4.9
https://krisha.kz/a/show/1002300477,2,43,27900000,3,2025,Respublika,Нура р-н,
https://krisha.kz/a/show/1002381342,2,57,25500000,2,2025,Geneva,Алматы р-н,4.5
https://krisha.kz/a/show/1003010022,2,58,34500000,7,2021,Bravo,Алматы р-н,
https://krisha.kz/a/show/697976814,4,220,285000000,,2017,Парижский квартал,Алматы р-н,
https://krisha.kz/a/show/1002445008,4,140,92000000,9,2019,Park Avenue,Есильский р-н,
https://krisha.kz/a/show/1003033137,1,40,15900000,8,2010,Достык,Алматы р-н,
https://krisha.kz/a/show/760840875,3,198,103000000,5,2014,Ак Булак-3,Алматы р-н,
https://krisha.kz/a/show/697704140,2,48.83,25500000,5,2024,AMANAT,Сарайшык р-н,
https://krisha.kz/a/show/1003010118,2,67,35500000,11,2025,Dauletti Qalashyq,Алматы р-н,4.9
https://krisha.kz/a/show/1003010118,2,67,35500000,11,2025,Dauletti Qalashyq,Алматы р-н,4.7
https://krisha.kz/a/show/1002287548,2,47,25700000,5,2022,Jetisu.Aqsu,Есильский р-н,4.8
https://krisha.kz/a/show/693876683,1,47,37800000,12,2021,Park Avenue Exclusive,Есильский р-н,
https://krisha.kz/a/show/1002034171,2,42,25000000,17,2014,Айсанам,Есильский р-н,
https://krisha.kz/a/show/1002320117,3,107.3,47500000,13,2014,Сан сити,Алматы р-н,
https://krisha.kz/a/show/1002503903,3,60,38500000,9,2024,Delta,Нура р-н,4.8
https://krisha.kz/a/show/1002503903,3,60,38500000,9,2024,Delta,Нура р-н,5
https://krisha.kz/a/show/1000870419,1,36,15500000,7,2025,Ansau,Сарайшык р-н,4.7
https://krisha.kz/a/show/1003071578,1,26,16000000,6,2017,Absolute,Нура р-н,
https://krisha.kz/a/show/699085330,2,60,27500000,3,2022,Жастар-4,Алматы р-н,
https://krisha.kz/a/show/1001143685,3,114,38900000,18,2012,Богенбай Батыр,Алматы р-н,
https://krisha.kz/a/show/1000977024,1,41.41,25500000,3,2025,Tumar Club,Нура р-н,4.5
https://krisha.kz/a/show/1000436361,2,49,25000000,9,2015,АСИ 33/23,Есильский р-н,
https://krisha.kz/a/show/1001389616,1,38.5,22500000,6,2018,Nova City,Есильский р-н,
https://krisha.kz/a/show/1003095081,1,38.7,28000000,11,2016,Арман кала,Есильский р-н,
https://krisha.kz/a/show/1000510876,4,107.12,65128960,,2026,Capital Park. Melody,Есильский р-н,4
https://krisha.kz/a/show/698478258,1,32,17000000,4,2023,Айбике,Алматы р-н,
https://krisha.kz/a/show/698043485,3,105,42700000,6,2024,Shugyla,Нура р-н,4.4
https://krisha.kz/a/show/1002866140,2,42,25900000,3,2025,Sezim Qala. Orken,Нура р-н,4.1
https://krisha.kz/a/show/1001158475,3,95,80000000,10,2024,Бухар Жырау,Есильский р-н,
https://krisha.kz/a/show/1000714807,1,53,24500000,13,2016,Жайна,Алматы р-н,
https://krisha.kz/a/show/761098327,2,65.97,46970640,,2026,GreenLine. Garden,Нура р-н,4.4
https://krisha.kz/a/show/1002500781,2,55.92,26562000,,2026,Aisafa,Сарайшык р-н,
https://krisha.kz/a/show/1002984454,2,72.2,41000000,7,2025,Aqzam,Есильский р-н,
https://krisha.kz/a/show/1000231156,2,44.53,28700000,6,2024,Manar,Есильский р-н,4.8
